"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","LABCOMP","TOT","AGRWTH","A","1986",5.168118,
"AUS","LABCOMP","TOT","AGRWTH","A","1987",5.91559,
"AUS","LABCOMP","TOT","AGRWTH","A","1988",7.255069,
"AUS","LABCOMP","TOT","AGRWTH","A","1989",5.978699,
"AUS","LABCOMP","TOT","AGRWTH","A","1990",6.079851,
"AUS","LABCOMP","TOT","AGRWTH","A","1991",3.586468,
"AUS","LABCOMP","TOT","AGRWTH","A","1992",3.418437,
"AUS","LABCOMP","TOT","AGRWTH","A","1993",0.228511,
"AUS","LABCOMP","TOT","AGRWTH","A","1994",1.571415,
"AUS","LABCOMP","TOT","AGRWTH","A","1995",5.638907,
"AUS","LABCOMP","TOT","AGRWTH","A","1996",6.317504,
"AUS","LABCOMP","TOT","AGRWTH","A","1997",2.936678,
"AUS","LABCOMP","TOT","AGRWTH","A","1998",3.603119,
"AUS","LABCOMP","TOT","AGRWTH","A","1999",1.888843,
"AUS","LABCOMP","TOT","AGRWTH","A","2000",5.489816,
"AUS","LABCOMP","TOT","AGRWTH","A","2001",5.170809,
"AUS","LABCOMP","TOT","AGRWTH","A","2002",3.633427,
"AUS","LABCOMP","TOT","AGRWTH","A","2003",4.339512,
"AUS","LABCOMP","TOT","AGRWTH","A","2004",3.418583,
"AUS","LABCOMP","TOT","AGRWTH","A","2005",4.108214,
"AUS","LABCOMP","TOT","AGRWTH","A","2006",5.250178,
"AUS","LABCOMP","TOT","AGRWTH","A","2007",6.134464,
"AUS","LABCOMP","TOT","AGRWTH","A","2008",5.411867,
"AUS","LABCOMP","TOT","AGRWTH","A","2009",0.712343,
"AUS","LABCOMP","TOT","AGRWTH","A","2010",7.812029,
"AUS","LABCOMP","TOT","AGRWTH","A","2011",2.785226,
"AUS","LABCOMP","TOT","AGRWTH","A","2012",3.05415,
"AUS","LABCOMP","TOT","AGRWTH","A","2013",2.92095,
"AUS","LABCOMP","TOT","AGRWTH","A","2014",1.18262,
"AUS","LABCOMP","TOT","AGRWTH","A","2015",2.681952,
"AUS","LABCOMP","TOT","AGRWTH","A","2016",-0.260908,
"AUS","LABCOMP","TOT","AGRWTH","A","2017",1.896507,
"AUT","LABCOMP","TOT","AGRWTH","A","1996",-0.031777,
"AUT","LABCOMP","TOT","AGRWTH","A","1997",0.710362,
"AUT","LABCOMP","TOT","AGRWTH","A","1998",3.820385,
"AUT","LABCOMP","TOT","AGRWTH","A","1999",1.918016,
"AUT","LABCOMP","TOT","AGRWTH","A","2000",2.617126,
"AUT","LABCOMP","TOT","AGRWTH","A","2001",1.991982,
"AUT","LABCOMP","TOT","AGRWTH","A","2002",2.389616,
"AUT","LABCOMP","TOT","AGRWTH","A","2003",2.177083,
"AUT","LABCOMP","TOT","AGRWTH","A","2004",1.650115,
"AUT","LABCOMP","TOT","AGRWTH","A","2005",2.789058,
"AUT","LABCOMP","TOT","AGRWTH","A","2006",3.966906,
"AUT","LABCOMP","TOT","AGRWTH","A","2007",3.148747,
"AUT","LABCOMP","TOT","AGRWTH","A","2008",3.042324,
"AUT","LABCOMP","TOT","AGRWTH","A","2009",4.226997,
"AUT","LABCOMP","TOT","AGRWTH","A","2010",1.116817,
"AUT","LABCOMP","TOT","AGRWTH","A","2011",2.035219,
"AUT","LABCOMP","TOT","AGRWTH","A","2012",3.724269,
"AUT","LABCOMP","TOT","AGRWTH","A","2013",2.925548,
"AUT","LABCOMP","TOT","AGRWTH","A","2014",2.221137,
"AUT","LABCOMP","TOT","AGRWTH","A","2015",3.287842,
"AUT","LABCOMP","TOT","AGRWTH","A","2016",1.540303,
"AUT","LABCOMP","TOT","AGRWTH","A","2017",2.383763,
"AUT","LABCOMP","TOT","AGRWTH","A","2018",2.885297,
"AUT","LABCOMP","TOT","AGRWTH","A","2019",2.846941,
"BEL","LABCOMP","TOT","AGRWTH","A","1996",2.222327,
"BEL","LABCOMP","TOT","AGRWTH","A","1997",2.585498,
"BEL","LABCOMP","TOT","AGRWTH","A","1998",1.69565,
"BEL","LABCOMP","TOT","AGRWTH","A","1999",3.261917,
"BEL","LABCOMP","TOT","AGRWTH","A","2000",1.132679,
"BEL","LABCOMP","TOT","AGRWTH","A","2001",3.996253,
"BEL","LABCOMP","TOT","AGRWTH","A","2002",3.707888,
"BEL","LABCOMP","TOT","AGRWTH","A","2003",1.414781,
"BEL","LABCOMP","TOT","AGRWTH","A","2004",2.113562,
"BEL","LABCOMP","TOT","AGRWTH","A","2005",2.375336,
"BEL","LABCOMP","TOT","AGRWTH","A","2006",3.01447,
"BEL","LABCOMP","TOT","AGRWTH","A","2007",3.401708,
"BEL","LABCOMP","TOT","AGRWTH","A","2008",4.300984,
"BEL","LABCOMP","TOT","AGRWTH","A","2009",2.989028,
"BEL","LABCOMP","TOT","AGRWTH","A","2010",1.303233,
"BEL","LABCOMP","TOT","AGRWTH","A","2011",2.34751,
"BEL","LABCOMP","TOT","AGRWTH","A","2012",3.337143,
"BEL","LABCOMP","TOT","AGRWTH","A","2013",2.693429,
"BEL","LABCOMP","TOT","AGRWTH","A","2014",1.131727,
"BEL","LABCOMP","TOT","AGRWTH","A","2015",0.348831,
"BEL","LABCOMP","TOT","AGRWTH","A","2016",0.286994,
"BEL","LABCOMP","TOT","AGRWTH","A","2017",1.487221,
"BEL","LABCOMP","TOT","AGRWTH","A","2018",1.621463,
"BEL","LABCOMP","TOT","AGRWTH","A","2019",2.234745,
"CAN","LABCOMP","TOT","AGRWTH","A","1971",7.897271,
"CAN","LABCOMP","TOT","AGRWTH","A","1972",9.042638,
"CAN","LABCOMP","TOT","AGRWTH","A","1973",9.265051,
"CAN","LABCOMP","TOT","AGRWTH","A","1974",15.520284,
"CAN","LABCOMP","TOT","AGRWTH","A","1975",16.115578,
"CAN","LABCOMP","TOT","AGRWTH","A","1976",15.280747,
"CAN","LABCOMP","TOT","AGRWTH","A","1977",9.525712,
"CAN","LABCOMP","TOT","AGRWTH","A","1978",5.693382,
"CAN","LABCOMP","TOT","AGRWTH","A","1979",7.201798,
"CAN","LABCOMP","TOT","AGRWTH","A","1980",9.482326,
"CAN","LABCOMP","TOT","AGRWTH","A","1981",12.892864,
"CAN","LABCOMP","TOT","AGRWTH","A","1982",12.460255,
"CAN","LABCOMP","TOT","AGRWTH","A","1983",4.798444,
"CAN","LABCOMP","TOT","AGRWTH","A","1984",4.499311,
"CAN","LABCOMP","TOT","AGRWTH","A","1985",4.13033,
"CAN","LABCOMP","TOT","AGRWTH","A","1986",2.967204,
"CAN","LABCOMP","TOT","AGRWTH","A","1987",4.710037,
"CAN","LABCOMP","TOT","AGRWTH","A","1988",6.030677,
"CAN","LABCOMP","TOT","AGRWTH","A","1989",5.638295,
"CAN","LABCOMP","TOT","AGRWTH","A","1990",5.294696,
"CAN","LABCOMP","TOT","AGRWTH","A","1991",6.381191,
"CAN","LABCOMP","TOT","AGRWTH","A","1992",3.780248,
"CAN","LABCOMP","TOT","AGRWTH","A","1993",1.617504,
"CAN","LABCOMP","TOT","AGRWTH","A","1994",0.402617,
"CAN","LABCOMP","TOT","AGRWTH","A","1995",1.436471,
"CAN","LABCOMP","TOT","AGRWTH","A","1996",1.298426,
"CAN","LABCOMP","TOT","AGRWTH","A","1997",3.478049,
"CAN","LABCOMP","TOT","AGRWTH","A","1998",3.693229,
"CAN","LABCOMP","TOT","AGRWTH","A","1999",2.265959,
"CAN","LABCOMP","TOT","AGRWTH","A","2000",5.847368,
"CAN","LABCOMP","TOT","AGRWTH","A","2001",3.183597,
"CAN","LABCOMP","TOT","AGRWTH","A","2002",2.13136,
"CAN","LABCOMP","TOT","AGRWTH","A","2003",2.438638,
"CAN","LABCOMP","TOT","AGRWTH","A","2004",3.161688,
"CAN","LABCOMP","TOT","AGRWTH","A","2005",4.388354,
"CAN","LABCOMP","TOT","AGRWTH","A","2006",4.53905,
"CAN","LABCOMP","TOT","AGRWTH","A","2007",4.201849,
"CAN","LABCOMP","TOT","AGRWTH","A","2008",2.907317,
"CAN","LABCOMP","TOT","AGRWTH","A","2009",2.673564,
"CAN","LABCOMP","TOT","AGRWTH","A","2010",0.799835,
"CAN","LABCOMP","TOT","AGRWTH","A","2011",3.446599,
"CAN","LABCOMP","TOT","AGRWTH","A","2012",2.758123,
"CAN","LABCOMP","TOT","AGRWTH","A","2013",3.139546,
"CAN","LABCOMP","TOT","AGRWTH","A","2014",3.264073,
"CAN","LABCOMP","TOT","AGRWTH","A","2015",1.878471,
"CAN","LABCOMP","TOT","AGRWTH","A","2016",-0.811222,
"CAN","LABCOMP","TOT","AGRWTH","A","2017",2.586582,
"CAN","LABCOMP","TOT","AGRWTH","A","2018",2.392978,
"CAN","LABCOMP","TOT","AGRWTH","A","2019",3.263345,
"CZE","LABCOMP","TOT","AGRWTH","A","1996",17.613248,
"CZE","LABCOMP","TOT","AGRWTH","A","1997",10.036688,
"CZE","LABCOMP","TOT","AGRWTH","A","1998",7.777189,
"CZE","LABCOMP","TOT","AGRWTH","A","1999",4.819705,
"CZE","LABCOMP","TOT","AGRWTH","A","2000",7.616717,
"CZE","LABCOMP","TOT","AGRWTH","A","2001",13.605972,
"CZE","LABCOMP","TOT","AGRWTH","A","2002",8.393537,
"CZE","LABCOMP","TOT","AGRWTH","A","2003",9.084076,
"CZE","LABCOMP","TOT","AGRWTH","A","2004",6.467072,
"CZE","LABCOMP","TOT","AGRWTH","A","2005",3.460333,
"CZE","LABCOMP","TOT","AGRWTH","A","2006",6.727779,
"CZE","LABCOMP","TOT","AGRWTH","A","2007",6.689766,
"CZE","LABCOMP","TOT","AGRWTH","A","2008",3.223054,
"CZE","LABCOMP","TOT","AGRWTH","A","2009",-0.503854,
"CZE","LABCOMP","TOT","AGRWTH","A","2010",2.465206,
"CZE","LABCOMP","TOT","AGRWTH","A","2011",2.300515,
"CZE","LABCOMP","TOT","AGRWTH","A","2012",2.600969,
"CZE","LABCOMP","TOT","AGRWTH","A","2013",0.132803,
"CZE","LABCOMP","TOT","AGRWTH","A","2014",2.348947,
"CZE","LABCOMP","TOT","AGRWTH","A","2015",4.517817,
"CZE","LABCOMP","TOT","AGRWTH","A","2016",2.51093,
"CZE","LABCOMP","TOT","AGRWTH","A","2017",7.32301,
"CZE","LABCOMP","TOT","AGRWTH","A","2018",7.636937,
"CZE","LABCOMP","TOT","AGRWTH","A","2019",5.876512,
"DNK","LABCOMP","TOT","AGRWTH","A","1971",15.003828,
"DNK","LABCOMP","TOT","AGRWTH","A","1972",12.073626,
"DNK","LABCOMP","TOT","AGRWTH","A","1973",15.915042,
"DNK","LABCOMP","TOT","AGRWTH","A","1974",19.412894,
"DNK","LABCOMP","TOT","AGRWTH","A","1975",19.360833,
"DNK","LABCOMP","TOT","AGRWTH","A","1976",11.135417,
"DNK","LABCOMP","TOT","AGRWTH","A","1977",12.627542,
"DNK","LABCOMP","TOT","AGRWTH","A","1978",11.055572,
"DNK","LABCOMP","TOT","AGRWTH","A","1979",10.056883,
"DNK","LABCOMP","TOT","AGRWTH","A","1980",8.782662,
"DNK","LABCOMP","TOT","AGRWTH","A","1981",12.297658,
"DNK","LABCOMP","TOT","AGRWTH","A","1982",11.718557,
"DNK","LABCOMP","TOT","AGRWTH","A","1983",9.081112,
"DNK","LABCOMP","TOT","AGRWTH","A","1984",6.065423,
"DNK","LABCOMP","TOT","AGRWTH","A","1985",5.894402,
"DNK","LABCOMP","TOT","AGRWTH","A","1986",4.424895,
"DNK","LABCOMP","TOT","AGRWTH","A","1987",10.132068,
"DNK","LABCOMP","TOT","AGRWTH","A","1988",7.213214,
"DNK","LABCOMP","TOT","AGRWTH","A","1989",5.372589,
"DNK","LABCOMP","TOT","AGRWTH","A","1990",5.000752,
"DNK","LABCOMP","TOT","AGRWTH","A","1991",4.497507,
"DNK","LABCOMP","TOT","AGRWTH","A","1992",2.875838,
"DNK","LABCOMP","TOT","AGRWTH","A","1993",2.47547,
"DNK","LABCOMP","TOT","AGRWTH","A","1994",3.666019,
"DNK","LABCOMP","TOT","AGRWTH","A","1995",2.592553,
"DNK","LABCOMP","TOT","AGRWTH","A","1996",4.800741,
"DNK","LABCOMP","TOT","AGRWTH","A","1997",1.533116,
"DNK","LABCOMP","TOT","AGRWTH","A","1998",3.233329,
"DNK","LABCOMP","TOT","AGRWTH","A","1999",2.661271,
"DNK","LABCOMP","TOT","AGRWTH","A","2000",2.998343,
"DNK","LABCOMP","TOT","AGRWTH","A","2001",3.58403,
"DNK","LABCOMP","TOT","AGRWTH","A","2002",4.508693,
"DNK","LABCOMP","TOT","AGRWTH","A","2003",3.815326,
"DNK","LABCOMP","TOT","AGRWTH","A","2004",3.082753,
"DNK","LABCOMP","TOT","AGRWTH","A","2005",3.448181,
"DNK","LABCOMP","TOT","AGRWTH","A","2006",3.085986,
"DNK","LABCOMP","TOT","AGRWTH","A","2007",5.050748,
"DNK","LABCOMP","TOT","AGRWTH","A","2008",3.639002,
"DNK","LABCOMP","TOT","AGRWTH","A","2009",3.615084,
"DNK","LABCOMP","TOT","AGRWTH","A","2010",2.784789,
"DNK","LABCOMP","TOT","AGRWTH","A","2011",0.380097,
"DNK","LABCOMP","TOT","AGRWTH","A","2012",2.692043,
"DNK","LABCOMP","TOT","AGRWTH","A","2013",1.490349,
"DNK","LABCOMP","TOT","AGRWTH","A","2014",2.313366,
"DNK","LABCOMP","TOT","AGRWTH","A","2015",2.549173,
"DNK","LABCOMP","TOT","AGRWTH","A","2016",0.590233,
"DNK","LABCOMP","TOT","AGRWTH","A","2017",1.907267,
"DNK","LABCOMP","TOT","AGRWTH","A","2018",3.30151,
"DNK","LABCOMP","TOT","AGRWTH","A","2019",1.617299,
"FIN","LABCOMP","TOT","AGRWTH","A","1976",17.057988,
"FIN","LABCOMP","TOT","AGRWTH","A","1977",10.106378,
"FIN","LABCOMP","TOT","AGRWTH","A","1978",5.820839,
"FIN","LABCOMP","TOT","AGRWTH","A","1979",11.931703,
"FIN","LABCOMP","TOT","AGRWTH","A","1980",13.388342,
"FIN","LABCOMP","TOT","AGRWTH","A","1981",14.344186,
"FIN","LABCOMP","TOT","AGRWTH","A","1982",10.312444,
"FIN","LABCOMP","TOT","AGRWTH","A","1983",10.769801,
"FIN","LABCOMP","TOT","AGRWTH","A","1984",10.600213,
"FIN","LABCOMP","TOT","AGRWTH","A","1985",10.681514,
"FIN","LABCOMP","TOT","AGRWTH","A","1986",8.373714,
"FIN","LABCOMP","TOT","AGRWTH","A","1987",7.263002,
"FIN","LABCOMP","TOT","AGRWTH","A","1988",8.996441,
"FIN","LABCOMP","TOT","AGRWTH","A","1989",10.383821,
"FIN","LABCOMP","TOT","AGRWTH","A","1990",11.077537,
"FIN","LABCOMP","TOT","AGRWTH","A","1991",7.631908,
"FIN","LABCOMP","TOT","AGRWTH","A","1992",2.233176,
"FIN","LABCOMP","TOT","AGRWTH","A","1993",0.77519,
"FIN","LABCOMP","TOT","AGRWTH","A","1994",2.109111,
"FIN","LABCOMP","TOT","AGRWTH","A","1995",3.290538,
"FIN","LABCOMP","TOT","AGRWTH","A","1996",2.838808,
"FIN","LABCOMP","TOT","AGRWTH","A","1997",1.618411,
"FIN","LABCOMP","TOT","AGRWTH","A","1998",4.972391,
"FIN","LABCOMP","TOT","AGRWTH","A","1999",3.651956,
"FIN","LABCOMP","TOT","AGRWTH","A","2000",4.361975,
"FIN","LABCOMP","TOT","AGRWTH","A","2001",4.303674,
"FIN","LABCOMP","TOT","AGRWTH","A","2002",2.001799,
"FIN","LABCOMP","TOT","AGRWTH","A","2003",2.325191,
"FIN","LABCOMP","TOT","AGRWTH","A","2004",3.414595,
"FIN","LABCOMP","TOT","AGRWTH","A","2005",4.097053,
"FIN","LABCOMP","TOT","AGRWTH","A","2006",3.463032,
"FIN","LABCOMP","TOT","AGRWTH","A","2007",3.285353,
"FIN","LABCOMP","TOT","AGRWTH","A","2008",4.404562,
"FIN","LABCOMP","TOT","AGRWTH","A","2009",3.623842,
"FIN","LABCOMP","TOT","AGRWTH","A","2010",1.557834,
"FIN","LABCOMP","TOT","AGRWTH","A","2011",3.421563,
"FIN","LABCOMP","TOT","AGRWTH","A","2012",3.32384,
"FIN","LABCOMP","TOT","AGRWTH","A","2013",1.657332,
"FIN","LABCOMP","TOT","AGRWTH","A","2014",1.12718,
"FIN","LABCOMP","TOT","AGRWTH","A","2015",1.524571,
"FIN","LABCOMP","TOT","AGRWTH","A","2016",0.891697,
"FIN","LABCOMP","TOT","AGRWTH","A","2017",-0.902901,
"FIN","LABCOMP","TOT","AGRWTH","A","2018",1.465896,
"FIN","LABCOMP","TOT","AGRWTH","A","2019",1.611306,
"FRA","LABCOMP","TOT","AGRWTH","A","1971",11.077833,
"FRA","LABCOMP","TOT","AGRWTH","A","1972",12.645153,
"FRA","LABCOMP","TOT","AGRWTH","A","1973",13.010087,
"FRA","LABCOMP","TOT","AGRWTH","A","1974",19.277924,
"FRA","LABCOMP","TOT","AGRWTH","A","1975",19.971432,
"FRA","LABCOMP","TOT","AGRWTH","A","1976",12.759936,
"FRA","LABCOMP","TOT","AGRWTH","A","1977",14.266359,
"FRA","LABCOMP","TOT","AGRWTH","A","1978",14.000162,
"FRA","LABCOMP","TOT","AGRWTH","A","1979",12.509638,
"FRA","LABCOMP","TOT","AGRWTH","A","1980",14.449393,
"FRA","LABCOMP","TOT","AGRWTH","A","1981",14.579028,
"FRA","LABCOMP","TOT","AGRWTH","A","1982",19.279922,
"FRA","LABCOMP","TOT","AGRWTH","A","1983",10.936771,
"FRA","LABCOMP","TOT","AGRWTH","A","1984",8.06651,
"FRA","LABCOMP","TOT","AGRWTH","A","1985",7.561657,
"FRA","LABCOMP","TOT","AGRWTH","A","1986",4.271408,
"FRA","LABCOMP","TOT","AGRWTH","A","1987",2.105016,
"FRA","LABCOMP","TOT","AGRWTH","A","1988",3.502119,
"FRA","LABCOMP","TOT","AGRWTH","A","1989",4.848057,
"FRA","LABCOMP","TOT","AGRWTH","A","1990",5.188373,
"FRA","LABCOMP","TOT","AGRWTH","A","1991",4.301609,
"FRA","LABCOMP","TOT","AGRWTH","A","1992",3.73979,
"FRA","LABCOMP","TOT","AGRWTH","A","1993",2.547113,
"FRA","LABCOMP","TOT","AGRWTH","A","1994",1.032742,
"FRA","LABCOMP","TOT","AGRWTH","A","1995",3.254662,
"FRA","LABCOMP","TOT","AGRWTH","A","1996",2.027365,
"FRA","LABCOMP","TOT","AGRWTH","A","1997",1.684985,
"FRA","LABCOMP","TOT","AGRWTH","A","1998",2.108011,
"FRA","LABCOMP","TOT","AGRWTH","A","1999",1.903787,
"FRA","LABCOMP","TOT","AGRWTH","A","2000",4.019442,
"FRA","LABCOMP","TOT","AGRWTH","A","2001",3.908356,
"FRA","LABCOMP","TOT","AGRWTH","A","2002",5.651682,
"FRA","LABCOMP","TOT","AGRWTH","A","2003",2.673525,
"FRA","LABCOMP","TOT","AGRWTH","A","2004",1.782001,
"FRA","LABCOMP","TOT","AGRWTH","A","2005",2.882639,
"FRA","LABCOMP","TOT","AGRWTH","A","2006",4.335613,
"FRA","LABCOMP","TOT","AGRWTH","A","2007",0.830969,
"FRA","LABCOMP","TOT","AGRWTH","A","2008",1.991141,
"FRA","LABCOMP","TOT","AGRWTH","A","2009",2.572076,
"FRA","LABCOMP","TOT","AGRWTH","A","2010",2.232579,
"FRA","LABCOMP","TOT","AGRWTH","A","2011",1.852085,
"FRA","LABCOMP","TOT","AGRWTH","A","2012",2.570975,
"FRA","LABCOMP","TOT","AGRWTH","A","2013",2.688229,
"FRA","LABCOMP","TOT","AGRWTH","A","2014",1.563838,
"FRA","LABCOMP","TOT","AGRWTH","A","2015",1.049999,
"FRA","LABCOMP","TOT","AGRWTH","A","2016",0.804341,
"FRA","LABCOMP","TOT","AGRWTH","A","2017",2.989878,
"FRA","LABCOMP","TOT","AGRWTH","A","2018",2.307038,
"FRA","LABCOMP","TOT","AGRWTH","A","2019",-1.068679,
"DEU","LABCOMP","TOT","AGRWTH","A","1992",9.492045,
"DEU","LABCOMP","TOT","AGRWTH","A","1993",6.216897,
"DEU","LABCOMP","TOT","AGRWTH","A","1994",3.392296,
"DEU","LABCOMP","TOT","AGRWTH","A","1995",3.956431,
"DEU","LABCOMP","TOT","AGRWTH","A","1996",2.085536,
"DEU","LABCOMP","TOT","AGRWTH","A","1997",1.439934,
"DEU","LABCOMP","TOT","AGRWTH","A","1998",1.201966,
"DEU","LABCOMP","TOT","AGRWTH","A","1999",2.178739,
"DEU","LABCOMP","TOT","AGRWTH","A","2000",3.418983,
"DEU","LABCOMP","TOT","AGRWTH","A","2001",2.363219,
"DEU","LABCOMP","TOT","AGRWTH","A","2002",1.789037,
"DEU","LABCOMP","TOT","AGRWTH","A","2003",2.129195,
"DEU","LABCOMP","TOT","AGRWTH","A","2004",0.361232,
"DEU","LABCOMP","TOT","AGRWTH","A","2005",1.071073,
"DEU","LABCOMP","TOT","AGRWTH","A","2006",-0.785439,
"DEU","LABCOMP","TOT","AGRWTH","A","2007",0.796572,
"DEU","LABCOMP","TOT","AGRWTH","A","2008",2.709435,
"DEU","LABCOMP","TOT","AGRWTH","A","2009",3.813464,
"DEU","LABCOMP","TOT","AGRWTH","A","2010",0.729342,
"DEU","LABCOMP","TOT","AGRWTH","A","2011",2.705914,
"DEU","LABCOMP","TOT","AGRWTH","A","2012",3.980933,
"DEU","LABCOMP","TOT","AGRWTH","A","2013",2.649991,
"DEU","LABCOMP","TOT","AGRWTH","A","2014",2.33401,
"DEU","LABCOMP","TOT","AGRWTH","A","2015",2.558737,
"DEU","LABCOMP","TOT","AGRWTH","A","2016",2.50909,
"DEU","LABCOMP","TOT","AGRWTH","A","2017",2.809382,
"DEU","LABCOMP","TOT","AGRWTH","A","2018",2.82448,
"DEU","LABCOMP","TOT","AGRWTH","A","2019",3.175468,
"GRC","LABCOMP","TOT","AGRWTH","A","1996",9.420783,
"GRC","LABCOMP","TOT","AGRWTH","A","1997",13.847756,
"GRC","LABCOMP","TOT","AGRWTH","A","1998",5.812504,
"GRC","LABCOMP","TOT","AGRWTH","A","1999",6.291557,
"GRC","LABCOMP","TOT","AGRWTH","A","2000",5.297984,
"GRC","LABCOMP","TOT","AGRWTH","A","2001",5.803532,
"GRC","LABCOMP","TOT","AGRWTH","A","2002",11.014317,
"GRC","LABCOMP","TOT","AGRWTH","A","2003",7.668384,
"GRC","LABCOMP","TOT","AGRWTH","A","2004",4.978182,
"GRC","LABCOMP","TOT","AGRWTH","A","2005",3.118726,
"GRC","LABCOMP","TOT","AGRWTH","A","2006",3.691443,
"GRC","LABCOMP","TOT","AGRWTH","A","2007",4.421524,
"GRC","LABCOMP","TOT","AGRWTH","A","2008",3.950761,
"GRC","LABCOMP","TOT","AGRWTH","A","2009",3.910929,
"GRC","LABCOMP","TOT","AGRWTH","A","2010",2.468074,
"GRC","LABCOMP","TOT","AGRWTH","A","2011",-3.54203,
"GRC","LABCOMP","TOT","AGRWTH","A","2012",-3.282232,
"GRC","LABCOMP","TOT","AGRWTH","A","2013",-7.025789,
"GRC","LABCOMP","TOT","AGRWTH","A","2014",-0.491342,
"GRC","LABCOMP","TOT","AGRWTH","A","2015",-1.99544,
"GRC","LABCOMP","TOT","AGRWTH","A","2016",-1.54812,
"GRC","LABCOMP","TOT","AGRWTH","A","2017",0.286368,
"GRC","LABCOMP","TOT","AGRWTH","A","2018",1.322444,
"GRC","LABCOMP","TOT","AGRWTH","A","2019",1.930426,
"HUN","LABCOMP","TOT","AGRWTH","A","1996",22.484476,
"HUN","LABCOMP","TOT","AGRWTH","A","1997",20.930435,
"HUN","LABCOMP","TOT","AGRWTH","A","1998",15.778145,
"HUN","LABCOMP","TOT","AGRWTH","A","1999",7.550825,
"HUN","LABCOMP","TOT","AGRWTH","A","2000",16.790354,
"HUN","LABCOMP","TOT","AGRWTH","A","2001",17.3688,
"HUN","LABCOMP","TOT","AGRWTH","A","2002",12.258128,
"HUN","LABCOMP","TOT","AGRWTH","A","2003",10.807169,
"HUN","LABCOMP","TOT","AGRWTH","A","2004",11.295785,
"HUN","LABCOMP","TOT","AGRWTH","A","2005",9.074049,
"HUN","LABCOMP","TOT","AGRWTH","A","2006",6.346566,
"HUN","LABCOMP","TOT","AGRWTH","A","2007",7.714441,
"HUN","LABCOMP","TOT","AGRWTH","A","2008",7.263704,
"HUN","LABCOMP","TOT","AGRWTH","A","2009",-1.642107,
"HUN","LABCOMP","TOT","AGRWTH","A","2010",0.494938,
"HUN","LABCOMP","TOT","AGRWTH","A","2011",4.740555,
"HUN","LABCOMP","TOT","AGRWTH","A","2012",3.567059,
"HUN","LABCOMP","TOT","AGRWTH","A","2013",0.562291,
"HUN","LABCOMP","TOT","AGRWTH","A","2014",-0.434736,
"HUN","LABCOMP","TOT","AGRWTH","A","2015",1.78404,
"HUN","LABCOMP","TOT","AGRWTH","A","2016",1.327654,
"HUN","LABCOMP","TOT","AGRWTH","A","2017",7.497618,
"HUN","LABCOMP","TOT","AGRWTH","A","2018",6.96597,
"HUN","LABCOMP","TOT","AGRWTH","A","2019",9.447822,
"IRL","LABCOMP","TOT","AGRWTH","A","1996",4.51793,
"IRL","LABCOMP","TOT","AGRWTH","A","1997",6.990791,
"IRL","LABCOMP","TOT","AGRWTH","A","1998",7.536859,
"IRL","LABCOMP","TOT","AGRWTH","A","1999",5.510977,
"IRL","LABCOMP","TOT","AGRWTH","A","2000",8.36417,
"IRL","LABCOMP","TOT","AGRWTH","A","2001",8.465358,
"IRL","LABCOMP","TOT","AGRWTH","A","2002",6.313763,
"IRL","LABCOMP","TOT","AGRWTH","A","2003",7.447374,
"IRL","LABCOMP","TOT","AGRWTH","A","2004",5.844823,
"IRL","LABCOMP","TOT","AGRWTH","A","2005",4.561542,
"IRL","LABCOMP","TOT","AGRWTH","A","2006",4.636845,
"IRL","LABCOMP","TOT","AGRWTH","A","2007",6.542973,
